rows,below_6000_rows,recent_rows,medium_rows,old_rows,train_rows,valid_rows,test_rows,time_decay,cutoff_datetime,recent_days,medium_days,recent_weight,medium_weight,old_weight,rankpoint_threshold,train_weight_mean,train_weight_min,mae,rmse,r2,experiment_id,label,model_params
3036868,2555146,156450,164698,160574,1705579,421806,909483,True,,7,14,1.0,0.5,0.2,6100,0.9307023597265209,0.2,46.0832620132559,58.549392190700715,0.004603614793392219,rp6100_exp_04,row_col_sampling,"{'n_estimators': 6500, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 12, 'reg_alpha': 1.0, 'reg_lambda': 3.0, 'subsample': 0.7, 'colsample_bytree': 0.7, 'early_stopping_rounds': 50}"
3036868,2555146,156450,164698,160574,1705579,421806,909483,True,,7,14,1.0,0.5,0.2,6100,0.9307023597265209,0.2,46.081694067143026,58.54977794547574,0.004590498340455773,rp6100_exp_03,stronger_regularization,"{'n_estimators': 6000, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 14, 'reg_alpha': 1.5, 'reg_lambda': 5.0, 'subsample': 0.8, 'colsample_bytree': 0.8, 'early_stopping_rounds': 50}"
3036868,2555146,156450,164698,160574,1705579,421806,909483,True,,7,14,1.0,0.5,0.2,6100,0.9307023597265209,0.2,46.080992833978364,58.549945872945365,0.004584788435330944,rp6100_exp_05,lower_lr_more_trees,"{'n_estimators': 9000, 'learning_rate': 0.02, 'max_depth': 4, 'min_child_weight': 12, 'reg_alpha': 1.0, 'reg_lambda': 3.5, 'subsample': 0.85, 'colsample_bytree': 0.85, 'early_stopping_rounds': 50}"
3036868,2555146,156450,164698,160574,1705579,421806,909483,True,,7,14,1.0,0.5,0.2,6100,0.9307023597265209,0.2,46.08398649278656,58.5499896787419,0.004583298938734992,rp6100_exp_01,higher_lr_shallow,"{'n_estimators': 5000, 'learning_rate': 0.04, 'max_depth': 4, 'min_child_weight': 12, 'reg_alpha': 1.0, 'reg_lambda': 3.0, 'subsample': 0.8, 'colsample_bytree': 0.8, 'early_stopping_rounds': 50}"
3036868,2555146,156450,164698,160574,1705579,421806,909483,True,,7,14,1.0,0.5,0.2,6100,0.9307023597265209,0.2,46.08227783092555,58.550505667176964,0.004565754075896988,rp6100_exp_02,deeper_balanced,"{'n_estimators': 7000, 'learning_rate': 0.025, 'max_depth': 5, 'min_child_weight': 10, 'reg_alpha': 0.8, 'reg_lambda': 3.0, 'subsample': 0.8, 'colsample_bytree': 0.8, 'early_stopping_rounds': 50}"
