rows,below_6000_rows,recent_rows,medium_rows,old_rows,train_rows,valid_rows,test_rows,time_decay,cutoff_datetime,recent_days,medium_days,recent_weight,medium_weight,old_weight,train_weight_mean,train_weight_min,mae,rmse,r2,experiment_id,label,model_params
3055476,2599776,148184,155616,151900,1706555,425172,923749,True,,7,14,1.0,0.5,0.2,0.9350396559149873,0.2,46.307255791448995,58.613622492551244,0.004050682595524102,exp_02,shallower_regularized,"{'n_estimators': 6000, 'learning_rate': 0.03, 'max_depth': 4, 'min_child_weight': 12, 'reg_alpha': 1.0, 'reg_lambda': 3.0, 'subsample': 0.8, 'colsample_bytree': 0.8, 'early_stopping_rounds': 50}"
3055476,2599776,148184,155616,151900,1706555,425172,923749,True,,7,14,1.0,0.5,0.2,0.9350396559149873,0.2,46.30715025075592,58.6152808907298,0.003994323550312928,exp_01,baseline_light,"{'n_estimators': 8000, 'learning_rate': 0.02, 'max_depth': 5, 'min_child_weight': 10, 'reg_alpha': 0.5, 'reg_lambda': 2.0, 'subsample': 0.8, 'colsample_bytree': 0.8, 'early_stopping_rounds': 50}"
3055476,2599776,148184,155616,151900,1706555,425172,923749,True,,7,14,1.0,0.5,0.2,0.9350396559149873,0.2,46.31045057562563,58.61559501882891,0.003983648033503706,exp_04,more_row_sampling,"{'n_estimators': 9000, 'learning_rate': 0.02, 'max_depth': 5, 'min_child_weight': 10, 'reg_alpha': 0.5, 'reg_lambda': 2.0, 'subsample': 0.7, 'colsample_bytree': 0.7, 'early_stopping_rounds': 50}"
3055476,2599776,148184,155616,151900,1706555,425172,923749,True,,7,14,1.0,0.5,0.2,0.9350396559149873,0.2,46.308043288270014,58.61640414091645,0.003956150082082055,exp_05,strong_l2,"{'n_estimators': 10000, 'learning_rate': 0.015, 'max_depth': 5, 'min_child_weight': 10, 'reg_alpha': 0.5, 'reg_lambda': 5.0, 'subsample': 0.85, 'colsample_bytree': 0.8, 'early_stopping_rounds': 50}"
3055476,2599776,148184,155616,151900,1706555,425172,923749,True,,7,14,1.0,0.5,0.2,0.9350396559149873,0.2,46.308331701274945,58.618384991324135,0.0038888294324255224,exp_03,deeper_conservative,"{'n_estimators': 12000, 'learning_rate': 0.01, 'max_depth': 6, 'min_child_weight': 8, 'reg_alpha': 0.0, 'reg_lambda': 2.0, 'subsample': 0.8, 'colsample_bytree': 0.8, 'early_stopping_rounds': 50}"
